stableKey,exerciseName,sourceRowOrder,classOrder,coreClass,directTarget,taxonomyFlag,inventorySnapshotMovementPattern,inventorySnapshotStabilityDemand,sourceEquipment,sourceCommit,classificationReason,evidenceGroup,evidenceApplicability,evidenceUrl,confidence,reviewStatus
standing_bodyweight_calf_raise,맨몸 스탠딩 카프 레이즈,234,4,HIDDEN_LOW,,,,LOW,,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
standing_calf_raise_machine,스탠딩 카프 레이즈 머신,235,4,HIDDEN_LOW,,,,LOW,STANDING_CALF_RAISE_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
standing_dumbbell_calf_raise,덤벨 스탠딩 카프 레이즈,236,4,HIDDEN_LOW,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,자세 유지 수준의 몸통 동원은 있으나 지지/기구/낮은 토크로 요구가 작음,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
barbell_reverse_wrist_curl,바벨 리버스 리스트 컬,8,5,NONE,,,,LOW,BARBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
dumbbell_lying_triceps_extension,덤벨 라잉 트라이셉스 익스텐션,20,5,NONE,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
dumbbell_preacher_curl,덤벨 프리처 컬,22,5,NONE,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
dumbbell_reverse_wrist_curl,덤벨 리버스 리스트 컬,24,5,NONE,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
dumbbell_spider_curl,덤벨 스파이더 컬,27,5,NONE,,,,LOW,DUMBBELL|BENCH,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_149730de,발목/고관절 가동성,30,5,NONE,,,,LOW,,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_2822ec2e,레그 컬,41,5,NONE,,,,LOW,LEG_CURL_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_5c8751d2,시티드 카프 레이즈,75,5,NONE,,,,LOW,SEATED_CALF_RAISE_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_708e64ce,덤벨 풀오버,89,5,NONE,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_728da646,힙 어브덕션,92,5,NONE,,,,LOW,HIP_ABDUCTION_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_72f11dc5,덤벨 리스트 익스텐션,93,5,NONE,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_8824026f,원레그 레그 컬,107,5,NONE,,,,LOW,LEG_CURL_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_91b749b3,플랫 덤벨 플라이,111,5,NONE,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_95028bfe,덤벨 리스트 컬,115,5,NONE,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_a61f307a,인클라인 덤벨 플라이,131,5,NONE,,,,LOW,BENCH|DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_b59bed7d,스탠딩 레그 컬,142,5,NONE,,,,LOW,LEG_CURL_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_b78a8f95,레그 익스텐션,145,5,NONE,,,,LOW,LEG_EXTENSION_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_c62c0716,컨센트레이션 컬,158,5,NONE,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_d5048362,인클라인 덤벨 컬,164,5,NONE,,,,LOW,BENCH|DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_d60745b4,원레그 레그 익스텐션,166,5,NONE,,,,LOW,LEG_EXTENSION_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_dd16e07a,스트레칭,173,5,NONE,,,,LOW,,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_e8ff8cfa,밴드 외회전,187,5,NONE,,,,LOW,BAND,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_f6703b06,덤벨 프로네이션/수피네이션,195,5,NONE,,,,LOW,DUMBBELL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ex_f97a05ab,월 슬라이드,197,5,NONE,,,,LOW,WALL,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ez_bar_lying_triceps_extension,EZ바 라잉 트라이셉스 익스텐션,206,5,NONE,,,,LOW,EZ_BAR,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ez_bar_preacher_curl,EZ바 프리처 컬,207,5,NONE,,,,LOW,EZ_BAR,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
ez_bar_spider_curl,EZ바 스파이더 컬,209,5,NONE,,,,LOW,EZ_BAR|BENCH,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
hip_adduction_machine,힙 어덕션 머신,214,5,NONE,,,,LOW,HIP_ADDUCTION_MACHINE,532d2343cafd9e54924dc52350c6e108893b4b07,운동 구조상 코어 요구를 의미 있는 훈련 특성으로 계약할 근거가 부족함,MECHANICS_INFERENCE,MECHANICS_INFERENCE,,MEDIUM,APPROVED_DRAFT
