manualRowNo,exerciseName,stableKey,estimatedMovementFamily,estimatedFamilyConfidence,manualReviewReasons,sourceIdIssue,highAxialPlyometricDecelerationConflict,automaticFixPossible,myRowReviewJudgement,myFamilyJudgement,mySuggestedFamilyOrActionFamily,mySourceIssueJudgement,myPriority,myRecommendedAction,myComment
136,스트레칭,ex_dd16e07a,MOBILITY_WARMUP_RECOVERY_EXERCISES,MEDIUM,LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064,NO,PARTIAL,수동검토 적절,대체로 적절 또는 세부분리 필요,MOBILITY_WARMUP_RECOVERY_EXERCISES,source 검토 적절,P1,자동 반영하지 말고 subtype/template 확인.,중간 신뢰도라 row-level review가 맞다.
137,스플릿 스텝,ex_c6d9efef,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456,DECELERATION_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,부분 과잉,적절,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,source 검토 적절,P1,family는 유지하되 high-stress flag는 intensity/volume 조건부로 낮춰라.,스플릿 스텝은 SSC/반응 성격은 있으나 high-stress로 묶기에는 과할 수 있다. intensity/volume 기준이 필요하다.
138,스플릿 스텝 리액션,ex_8e69fc74,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456,DECELERATION_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
139,스플릿 스텝 후 좌우 런지,ex_377448a9,LUNGE_SPLIT_SQUAT_VARIANTS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,LUNGE_SPLIT_SQUAT_VARIANTS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다.
140,싱글 레그 홉 앤 스틱,ex_314df428,PLYOMETRIC_JUMP_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_TRAINING_EFFECTS_PMC12239426,PLYOMETRIC_SSC_REVIEW|DECELERATION_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,PLYOMETRIC_JUMP_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
141,안세영 참고 고강도 랠리 풋워크,ex_c1bf2aa8,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456,DECELERATION_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
142,앙클링,ex_a412dd45,RUNNING_MECHANICS_SUPPORT_REVIEW,MEDIUM,NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,MISSING_SOURCE_ID,PLYOMETRIC_SSC_REVIEW,NO,수동검토 적절,대체로 적절,RUNNING_MECHANICS_SUPPORT_REVIEW,source/template 누락 검토 적절,P1,새 template/sourceId를 만든 뒤에만 seed 반영.,새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다.
143,앞뒤 랜덤 콕줍기,ex_4255e429,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456,DECELERATION_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
144,애질리티 래더,ex_2055b629,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456,DECELERATION_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
145,원암 하프 닐링 프레스,ex_8380d7fe,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다.
146,월 드라이브,ex_f332aeab,RUNNING_MECHANICS_SUPPORT_REVIEW,MEDIUM,NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW,MISSING_SOURCE_ID,NO,NO,수동검토 적절,대체로 적절,RUNNING_MECHANICS_SUPPORT_REVIEW,source/template 누락 검토 적절,P1,새 template/sourceId를 만든 뒤에만 seed 반영.,새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다.
147,월 슬라이드,ex_f97a05ab,FACE_PULL_LOWER_TRAP_SERRATUS_VARIANTS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,FACE_PULL_LOWER_TRAP_SERRATUS_VARIANTS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다.
148,점프 런지,ex_df966b45,LUNGE_SPLIT_SQUAT_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456|C_GLUTE_MED_MIN_META_PMC7727410,PLYOMETRIC_SSC_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,LUNGE_SPLIT_SQUAT_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
149,좌우 랜덤 콕줍기,ex_421ba24b,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456,DECELERATION_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
150,콘 드릴,ex_a4350c0f,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456,DECELERATION_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,FOOTWORK_SPLIT_STEP_REACTION_DRILL_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
151,터키시 겟업,ex_91f6958d,MOBILITY_WARMUP_RECOVERY_EXERCISES,MEDIUM,LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|C_GLUTE_REHAB_EMG_PMC3201064,NO,PARTIAL,수동검토 적절,수정 필요,TURKISH_GETUP_TOTAL_BODY_STABILITY_REVIEW,source 검토 적절,P0,sidecar 생성 전 family 보정 규칙을 추가하라.,MOBILITY/RECOVERY보다 전신 안정성/캐리/어깨 안정성 계열로 별도 review가 적절하다.
152,팔로프 프레스,ex_99728d25,ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS,MEDIUM,LOW_OR_MEDIUM_FAMILY_CONFIDENCE,NO,NO,PARTIAL,수동검토 적절,대체로 적절 또는 세부분리 필요,ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS,해당 없음,P1,자동 반영하지 말고 subtype/template 확인.,중간 신뢰도라 row-level review가 맞다.
153,포고 점프,ex_e465d1e9,CALF_RAISE_ANKLE_STIFFNESS_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456,PLYOMETRIC_SSC_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,CALF_RAISE_ANKLE_STIFFNESS_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
154,하이니 스킵,ex_c821775c,RUNNING_MECHANICS_SUPPORT_REVIEW,MEDIUM,NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW,MISSING_SOURCE_ID,NO,NO,수동검토 적절,대체로 적절,RUNNING_MECHANICS_SUPPORT_REVIEW,source/template 누락 검토 적절,P1,새 template/sourceId를 만든 뒤에만 seed 반영.,새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다.
155,하프 닐링 원암 프레스,ex_8e1b313e,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다.
156,하프 닐링 케틀벨 원암 프레스,ex_d79824d2,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다.
157,하프 닐링 케틀벨 프레스,ex_e0759156,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다.
158,하프 닐링 프레스,ex_66e8c8c2,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390|E_BADMINTON_INJURY_PMC7205924,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,OVERHEAD_PRESS_LANDMINE_PRESS_VARIANTS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. overhead/shoulder source review만 남기면 충분하다.
159,농구,ex_1a4858d7,OTHER_SPORT_SESSION_RECORDS_REVIEW,MEDIUM,NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,MISSING_SOURCE_ID,DECELERATION_REVIEW,NO,수동검토 적절,대체로 적절,OTHER_SPORT_SESSION_RECORDS_REVIEW,source/template 누락 검토 적절,P1,새 template/sourceId를 만든 뒤에만 seed 반영.,새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다.
160,러닝 풋살,ex_aca9d312,OTHER_SPORT_SESSION_RECORDS_REVIEW,MEDIUM,NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,MISSING_SOURCE_ID,DECELERATION_REVIEW,NO,수동검토 적절,대체로 적절,OTHER_SPORT_SESSION_RECORDS_REVIEW,source/template 누락 검토 적절,P1,새 template/sourceId를 만든 뒤에만 seed 반영.,새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다.
161,배드민턴,ex_ae9ecdbc,BADMINTON_SESSION_SPORT_RECORDS,HIGH,SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|REVIEW_DIRECT_PLAY_MUST_NOT_BE_PROGRAM_SELECTABLE|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924|E_BADMINTON_TRAINING_EFFECTS_PMC12239426,DECELERATION_REVIEW,PARTIAL,수동검토 적절,적절,BADMINTON_SESSION_SPORT_RECORDS,source 검토 적절,P1,PROGRAM_SELECTABLE 금지와 direct/session 분석 분리 확인.,스포츠 세션은 운동 프로그램 자동삽입 방지 검토가 반드시 필요하다.
162,배드민턴 레슨,ex_badminton_lesson,BADMINTON_SESSION_SPORT_RECORDS,HIGH,SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|REVIEW_DIRECT_PLAY_MUST_NOT_BE_PROGRAM_SELECTABLE|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924|E_BADMINTON_TRAINING_EFFECTS_PMC12239426,DECELERATION_REVIEW,PARTIAL,수동검토 적절,적절,BADMINTON_SESSION_SPORT_RECORDS,source 검토 적절,P1,PROGRAM_SELECTABLE 금지와 direct/session 분석 분리 확인.,스포츠 세션은 운동 프로그램 자동삽입 방지 검토가 반드시 필요하다.
163,축구,ex_1a4bbdcf,OTHER_SPORT_SESSION_RECORDS_REVIEW,MEDIUM,NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,MISSING_SOURCE_ID,DECELERATION_REVIEW,NO,수동검토 적절,대체로 적절,OTHER_SPORT_SESSION_RECORDS_REVIEW,source/template 누락 검토 적절,P1,새 template/sourceId를 만든 뒤에만 seed 반영.,새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다.
164,테니스,ex_2f3b56d0,OTHER_SPORT_SESSION_RECORDS_REVIEW,MEDIUM,NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SPORT_SESSION_PLANNING_ELIGIBILITY_REVIEW|HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,MISSING_SOURCE_ID,DECELERATION_REVIEW,NO,수동검토 적절,대체로 적절,OTHER_SPORT_SESSION_RECORDS_REVIEW,source/template 누락 검토 적절,P1,새 template/sourceId를 만든 뒤에만 seed 반영.,새로 분리한 review family이거나 template/source가 없어서 manual review가 맞다.
165,계단 오르기,ex_74c2d13b,CARDIO_RECORDS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,CARDIO_RECORDS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다.
166,러닝,ex_681d9ed2,CARDIO_RECORDS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,CARDIO_RECORDS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다.
167,로잉머신,ex_d7c90536,CARDIO_RECORDS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,CARDIO_RECORDS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다.
168,수영,ex_681eed4a,CARDIO_RECORDS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,CARDIO_RECORDS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다.
169,실내 자전거,ex_ab918e2b,CARDIO_RECORDS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,CARDIO_RECORDS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다.
170,인터벌 러닝,ex_faae2044,CARDIO_RECORDS,HIGH,SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:B_ACSM_2026_PMID41843416,NO,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,행 단위 manual review는 과잉,적절,CARDIO_RECORDS,source-only 검토 적절,P2,family는 유지. sourceReviewRequired로만 분리하고 seed 반영 전 source 상태만 확인.,운동 분류 문제라기보다 needs_network_recheck source 때문에 manual로 잡힌 행이다. ACSM 2026 접근 문제만 해결하면 행 자체는 대체로 안전하다.
171,줄넘기,ex_9bd6dddb,CALF_RAISE_ANKLE_STIFFNESS_VARIANTS,HIGH,HIGH_STRESS_SESSION_CLUSTER_REVIEW|SOURCE_REVIEW,USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456,PLYOMETRIC_SSC_REVIEW,PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW,수동검토 적절,적절,CALF_RAISE_ANKLE_STIFFNESS_VARIANTS,source 검토 적절,P1,session-level redundancy/fatigue cap에서만 사용하고 seed 자동 고부하 판정은 금지.,고부하/감속/SSC 후보라 session generator 충돌 검토가 필요하다.
