sourceSegment,번호,운동명,exerciseStableKey,bodyRegion,forceType,movementPattern,movementCategory,laterality,plane,대표연구운동,운동군,운동군_ko,연구구분,계산유형,입력단위,loadUnitStableKey,loadUnitCode,분석단위명,조직유형,jointComplexStableKey,jointComplexCode,관절복합체명,primaryTissueStableKey,componentTissueStableKeys,componentTissueCodes,componentTissueNamesKo,componentCount,mappingRoles,M,S_rapidity,C,P_load_profile,P_한국어,P_D_role,P_runtime_rule,DoseBasis,DoseUnit,DoseRule,bodyWeightCoefficient,ContextFlags,C_runtime_policy,연구코드,근거강도,근거URL,점수산정근거,상태,점수버전,metadata_updated_at,S_rapidity_basis,transferSourceExerciseKey,transferSourceExerciseName,mappingConfidence,familyImportance,scoreStatus,catalogVersion,stableKeyMappingStatus
UPPER_95,1,EZ바 컬,ex_8633d8db,UPPER,ISOLATION,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,BILATERAL,SAGITTAL,N,CURL_SUPINATED,회외·중립 이두 컬,FAMILY_TRANSFER,외부중량 반복,kg·회,lu_1b115c8b4f,lu_distal_biceps_tendon,원위 상완이두근건,TENDON,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,tissue_228c25da18,tissue_228c25da18,tissue_distal_biceps_tendon,원위 상완이두근건,1,PRIMARY_LOAD,5.3,2.7,5.2,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,BILATERAL|SAGITTAL|ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U19; U26; U27,중간,"https://pubmed.ncbi.nlm.nih.gov/7775488/
https://pubmed.ncbi.nlm.nih.gov/30822679/
https://pubmed.ncbi.nlm.nih.gov/17948164/","회외·중립 이두 컬 기준강도와 PRIMARY_LOAD 역할, lu_distal_biceps_tendon의 운동군 민감도(1.00)를 결합해 M=5.6로 정규화했다. S=2.7는 운동의 대표 부하 상승 속도이며, C=5.2는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 덤벨 컬.",상체 MSC 연구·전이 시안,REL-MSCP-D-INTEGRATED-0.2,1781278881407,controlled_strength; base=2.7; tissue=exercise_base; MT01/MT02/MT03,ex_281347da,덤벨 컬,HIGH,1,RESEARCH_CORRECTED_V0.2,CTM-0.1,MAPPED_EXACT
UPPER_95,1,EZ바 컬,ex_8633d8db,UPPER,ISOLATION,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,BILATERAL,SAGITTAL,N,CURL_SUPINATED,회외·중립 이두 컬,FAMILY_TRANSFER,외부중량 반복,kg·회,lu_a706efdddb,lu_elbow_joint,팔꿈치 굴신 관절 복합체,JOINT,jc_eadfb381fa,jc_elbow_flexion_extension,팔꿈치 굴신 복합체,,tissue_e30af10e4a|tissue_8e5c3b2414,tissue_humeroulnar_joint|tissue_humeroradial_joint,상완척골관절|상완요골관절,2,PRIMARY_LOAD,4.5,2.7,5.2,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,BILATERAL|SAGITTAL|ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U19; U26; U27,중간,"https://pubmed.ncbi.nlm.nih.gov/7775488/
https://pubmed.ncbi.nlm.nih.gov/30822679/
https://pubmed.ncbi.nlm.nih.gov/17948164/","회외·중립 이두 컬 기준강도와 PRIMARY_LOAD 역할, lu_elbow_joint의 운동군 민감도(0.85)를 결합해 M=4.5로 정규화했다. S=2.7는 운동의 대표 부하 상승 속도이며, C=5.2는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 덤벨 컬.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.7; tissue=exercise_base; MT01/MT02/MT03,ex_281347da,덤벨 컬,HIGH,0.85,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,1,EZ바 컬,ex_8633d8db,UPPER,ISOLATION,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,BILATERAL,SAGITTAL,N,CURL_SUPINATED,회외·중립 이두 컬,FAMILY_TRANSFER,외부중량 반복,kg·회,lu_c11995f705,lu_finger_flexor_pulley,손가락 굴곡건·활차 복합체,TENDON,jc_0876f954f2,jc_hand_grip,손·그립 복합체,,tissue_c60f2bd1f5|tissue_1e675db416,tissue_finger_flexor_tendon|tissue_finger_flexor_pulley,손가락 굴곡건|손가락 굴곡건 활차,2,PRIMARY_LOAD,3.4,2.7,5.2,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,BILATERAL|SAGITTAL|ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U19; U26; U27,중간,"https://pubmed.ncbi.nlm.nih.gov/7775488/
https://pubmed.ncbi.nlm.nih.gov/30822679/
https://pubmed.ncbi.nlm.nih.gov/17948164/","회외·중립 이두 컬 기준강도와 PRIMARY_LOAD 역할, lu_finger_flexor_pulley의 운동군 민감도(0.65)를 결합해 M=3.4로 정규화했다. S=2.7는 운동의 대표 부하 상승 속도이며, C=5.2는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 덤벨 컬.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.7; tissue=exercise_base; MT01/MT02/MT03,ex_281347da,덤벨 컬,HIGH,0.65,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,1,EZ바 컬,ex_8633d8db,UPPER,ISOLATION,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,BILATERAL,SAGITTAL,N,CURL_SUPINATED,회외·중립 이두 컬,STRUCTURAL_TRANSFER,외부중량 반복,kg·회,lu_6573d7bf8a,lu_hand_grip_joint_ligament,손·그립 관절·인대 복합체,FUNCTIONAL_LOAD_UNIT,jc_0876f954f2,jc_hand_grip,손·그립 복합체,,tissue_fcc58a85e8|tissue_ba1d866e61|tissue_e1c9db452e,tissue_finger_joint_complex|tissue_thumb_cmc_joint|tissue_hand_collateral_ligament_complex,손가락 관절 복합체|엄지 수근중수관절|손가락 측부인대 복합체,3,PRIMARY_LOAD,2.6,2.7,5.2,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,BILATERAL|SAGITTAL|ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U19; U26; U27,낮음~중간,"https://pubmed.ncbi.nlm.nih.gov/7775488/
https://pubmed.ncbi.nlm.nih.gov/30822679/
https://pubmed.ncbi.nlm.nih.gov/17948164/","회외·중립 이두 컬 기준강도와 PRIMARY_LOAD 역할, lu_hand_grip_joint_ligament의 운동군 민감도(0.50)를 결합해 M=2.6로 정규화했다. S=2.7는 운동의 대표 부하 상승 속도이며, C=5.2는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 덤벨 컬.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.7; tissue=exercise_base; MT01/MT02/MT03,ex_281347da,덤벨 컬,HIGH,0.5,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,1,EZ바 컬,ex_8633d8db,UPPER,ISOLATION,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,BILATERAL,SAGITTAL,N,CURL_SUPINATED,회외·중립 이두 컬,FAMILY_TRANSFER,외부중량 반복,kg·회,lu_c738cc0a37,lu_radioulnar_joint,근위·원위 요척관절 복합체,JOINT,jc_7ac0533b9d,jc_forearm_radioulnar,요척 회전 복합체,,tissue_4608205e92|tissue_af7cdbd941,tissue_proximal_radioulnar_joint|tissue_distal_radioulnar_joint,근위 요척관절|원위 요척관절,2,STABILIZATION,3.6,2.7,4.7,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,BILATERAL|SAGITTAL|ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U19; U26; U27,중간,"https://pubmed.ncbi.nlm.nih.gov/7775488/
https://pubmed.ncbi.nlm.nih.gov/30822679/
https://pubmed.ncbi.nlm.nih.gov/17948164/","회외·중립 이두 컬 기준강도와 STABILIZATION 역할, lu_radioulnar_joint의 운동군 민감도(0.65)를 결합해 M=3.6로 정규화했다. S=2.7는 운동의 대표 부하 상승 속도이며, C=5.2는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 덤벨 컬.",상체 MSC 연구·전이 시안,REL-MSCP-D-INTEGRATED-0.2,1781278881407,controlled_strength; base=2.7; tissue=exercise_base; MT01/MT02/MT03,ex_281347da,덤벨 컬,HIGH,0.65,RESEARCH_CORRECTED_V0.2,CTM-0.1,MAPPED_EXACT
UPPER_95,1,EZ바 컬,ex_8633d8db,UPPER,ISOLATION,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,BILATERAL,SAGITTAL,N,CURL_SUPINATED,회외·중립 이두 컬,STRUCTURAL_TRANSFER,외부중량 반복,kg·회,lu_0fff8b2ee4,lu_wrist_extensor_tendon,손목 신전건 복합체,TENDON,jc_6e7ae18e56,jc_wrist_carpal,손목 복합체,,tissue_c1221f5e4e|tissue_2e1ef7f7e0,tissue_extensor_carpi_radialis_tendon|tissue_extensor_carpi_ulnaris_tendon,요측수근신근건|척측수근신근건,2,STABILIZATION,2.6,2.7,5.2,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,BILATERAL|SAGITTAL|ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U19; U26; U27,낮음~중간,"https://pubmed.ncbi.nlm.nih.gov/7775488/
https://pubmed.ncbi.nlm.nih.gov/30822679/
https://pubmed.ncbi.nlm.nih.gov/17948164/","회외·중립 이두 컬 기준강도와 STABILIZATION 역할, lu_wrist_extensor_tendon의 운동군 민감도(0.50)를 결합해 M=2.6로 정규화했다. S=2.7는 운동의 대표 부하 상승 속도이며, C=5.2는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 덤벨 컬.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.7; tissue=exercise_base; MT01/MT02/MT03,ex_281347da,덤벨 컬,HIGH,0.5,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,1,EZ바 컬,ex_8633d8db,UPPER,ISOLATION,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,BILATERAL,SAGITTAL,N,CURL_SUPINATED,회외·중립 이두 컬,STRUCTURAL_TRANSFER,외부중량 반복,kg·회,lu_8af4d2c3e7,lu_wrist_flexor_tendon,손목 굴곡건 복합체,TENDON,jc_6e7ae18e56,jc_wrist_carpal,손목 복합체,,tissue_c98e4f0e0c|tissue_4360531007,tissue_flexor_carpi_radialis_tendon|tissue_flexor_carpi_ulnaris_tendon,요측수근굴근건|척측수근굴근건,2,STABILIZATION,2.6,2.7,5.2,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,BILATERAL|SAGITTAL|ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U19; U26; U27,낮음~중간,"https://pubmed.ncbi.nlm.nih.gov/7775488/
https://pubmed.ncbi.nlm.nih.gov/30822679/
https://pubmed.ncbi.nlm.nih.gov/17948164/","회외·중립 이두 컬 기준강도와 STABILIZATION 역할, lu_wrist_flexor_tendon의 운동군 민감도(0.50)를 결합해 M=2.6로 정규화했다. S=2.7는 운동의 대표 부하 상승 속도이며, C=5.2는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 덤벨 컬.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.7; tissue=exercise_base; MT01/MT02/MT03,ex_281347da,덤벨 컬,HIGH,0.5,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
UPPER_95,1,EZ바 컬,ex_8633d8db,UPPER,ISOLATION,ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,ACCESSORY,BILATERAL,SAGITTAL,N,CURL_SUPINATED,회외·중립 이두 컬,STRUCTURAL_TRANSFER,외부중량 반복,kg·회,lu_dec56c15d8,lu_wrist_joint,요수근·중수근 관절 복합체,JOINT,jc_6e7ae18e56,jc_wrist_carpal,손목 복합체,,tissue_a19cc622c3|tissue_5a830323a8,tissue_radiocarpal_joint|tissue_midcarpal_joint,요수근관절|중수근관절,2,STABILIZATION,2.4,2.7,5.2,SMOOTH_CYCLE,완만한 상하 반복,D_PRIMARY_REPETITION,D의 반복·세트·주기 수를 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. S는 급속도 성분으로 별도 보존하며 P 자체는 숫자 승수가 아님.,WEIGHTED_REPETITION,유효중량·회,effectiveLoad × reps × sets × ROM × effortModifier,,BILATERAL|SAGITTAL|ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,U19; U26; U27,낮음~중간,"https://pubmed.ncbi.nlm.nih.gov/7775488/
https://pubmed.ncbi.nlm.nih.gov/30822679/
https://pubmed.ncbi.nlm.nih.gov/17948164/","회외·중립 이두 컬 기준강도와 STABILIZATION 역할, lu_wrist_joint의 운동군 민감도(0.45)를 결합해 M=2.4로 정규화했다. S=2.7는 운동의 대표 부하 상승 속도이며, C=5.2는 가동범위·관절위치·지지형태를 반영한다. 전이 기준 운동: 덤벨 컬.",상체 MSC 연구·전이 시안,REL-MSCP-D-UPPER-0.1,1781278881407,controlled_strength; base=2.7; tissue=exercise_base; MT01/MT02/MT03,ex_281347da,덤벨 컬,HIGH,0.45,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,1,V업,ex_644e0f9d,TRUNK,CORE,CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY,ACCESSORY,BILATERAL,SAGITTAL,Y,CORE_FLEXION,몸통 굴곡·고관절 굴곡,REPRESENTATIVE_ANCHOR,맨몸 반복,회·세트,lu_50d1389a95,lu_hip_capsuloligament,고관절 관절낭·인대 복합체,LIGAMENT,jc_ae763d5994,jc_hip,고관절 복합체,,tissue_ad800125ab|tissue_d9a6eaf6d0|tissue_1d2e8944ba,tissue_iliofemoral_ligament|tissue_pubofemoral_ligament|tissue_ischiofemoral_ligament,장골대퇴인대|치골대퇴인대|좌골대퇴인대,3,STABILIZATION,3.2,3.3,7.3,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,BODYWEIGHT_REPETITION,유효체중·회,bodyWeightCoefficient × reps × sets × ROM × effortModifier,0.55,BILATERAL|SAGITTAL|TRUNK_FLEXION|HIP_FLEXION,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,C01|C02|LOWER-CTM,중간,"https://pubmed.ncbi.nlm.nih.gov/9219209/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7345922/","복부 굴곡 연구와 기존 고관절·요추 분석단위를 결합한 대표 기준점. 고관절 관절낭·인대 복합체은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 C01|C02|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=3.4; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,1,V업,ex_644e0f9d,TRUNK,CORE,CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY,ACCESSORY,BILATERAL,SAGITTAL,Y,CORE_FLEXION,몸통 굴곡·고관절 굴곡,REPRESENTATIVE_ANCHOR,맨몸 반복,회·세트,lu_a9651bd8d7,lu_hip_joint,고관절,JOINT,jc_ae763d5994,jc_hip,고관절 복합체,tissue_50091b2878,tissue_50091b2878,tissue_hip_joint,고관절,1,PRIMARY_LOAD,3.5,3.4,7.3,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,BODYWEIGHT_REPETITION,유효체중·회,bodyWeightCoefficient × reps × sets × ROM × effortModifier,0.55,BILATERAL|SAGITTAL|TRUNK_FLEXION|HIP_FLEXION,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,C01|C02|LOWER-CTM,중간,"https://pubmed.ncbi.nlm.nih.gov/9219209/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7345922/","복부 굴곡 연구와 기존 고관절·요추 분석단위를 결합한 대표 기준점. 고관절은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 C01|C02|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=3.4; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,1,V업,ex_644e0f9d,TRUNK,CORE,CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY,ACCESSORY,BILATERAL,SAGITTAL,Y,CORE_FLEXION,몸통 굴곡·고관절 굴곡,REPRESENTATIVE_ANCHOR,맨몸 반복,회·세트,lu_cd23e2d8c0,lu_iliopsoas_tendon,장요근건 복합체,TENDON,jc_ae763d5994,jc_hip,고관절 복합체,tissue_09652eadcf,tissue_09652eadcf,tissue_iliopsoas_tendon,장요근건,1,PRIMARY_LOAD,7,3.4,8.2,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,BODYWEIGHT_REPETITION,유효체중·회,bodyWeightCoefficient × reps × sets × ROM × effortModifier,0.55,BILATERAL|SAGITTAL|TRUNK_FLEXION|HIP_FLEXION,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,C01|C02|LOWER-CTM,중간,"https://pubmed.ncbi.nlm.nih.gov/9219209/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7345922/","복부 굴곡 연구와 기존 고관절·요추 분석단위를 결합한 대표 기준점. 장요근건 복합체은(는) PRIMARY_LOAD 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 C01|C02|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=3.4; tissue-adjusted by joint complex,,,MEDIUM,PRIMARY,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,1,V업,ex_644e0f9d,TRUNK,CORE,CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY,ACCESSORY,BILATERAL,SAGITTAL,Y,CORE_FLEXION,몸통 굴곡·고관절 굴곡,REPRESENTATIVE_ANCHOR,맨몸 반복,회·세트,lu_d967354bce,lu_lumbar_disc_endplate,요추 추간판·종판 복합체(L4–S1),SPINAL_STRUCTURE,jc_209871f411,jc_lumbar_spine,요추 복합체,tissue_21a56b379e,tissue_21a56b379e,tissue_lumbar_disc_endplate,요추 추간판·종판,1,STABILIZATION,3.8,3.3,7.7,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,BODYWEIGHT_REPETITION,유효체중·회,bodyWeightCoefficient × reps × sets × ROM × effortModifier,0.55,BILATERAL|SAGITTAL|TRUNK_FLEXION|HIP_FLEXION,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,C01|C02|LOWER-CTM,중간,"https://pubmed.ncbi.nlm.nih.gov/9219209/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7345922/","복부 굴곡 연구와 기존 고관절·요추 분석단위를 결합한 대표 기준점. 요추 추간판·종판 복합체(L4–S1)은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 C01|C02|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=3.4; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,1,V업,ex_644e0f9d,TRUNK,CORE,CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY,ACCESSORY,BILATERAL,SAGITTAL,Y,CORE_FLEXION,몸통 굴곡·고관절 굴곡,REPRESENTATIVE_ANCHOR,맨몸 반복,회·세트,lu_ff559f42cd,lu_lumbar_facet_joint,요추 후관절,JOINT,jc_209871f411,jc_lumbar_spine,요추 복합체,tissue_06987e1084,tissue_06987e1084,tissue_lumbar_facet_joint,요추 후관절,1,STABILIZATION,2.8,3.4,7,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,BODYWEIGHT_REPETITION,유효체중·회,bodyWeightCoefficient × reps × sets × ROM × effortModifier,0.55,BILATERAL|SAGITTAL|TRUNK_FLEXION|HIP_FLEXION,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,C01|C02|LOWER-CTM,중간,"https://pubmed.ncbi.nlm.nih.gov/9219209/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7345922/","복부 굴곡 연구와 기존 고관절·요추 분석단위를 결합한 대표 기준점. 요추 후관절은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 C01|C02|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=3.4; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
REMAINING_54,1,V업,ex_644e0f9d,TRUNK,CORE,CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY,ACCESSORY,BILATERAL,SAGITTAL,Y,CORE_FLEXION,몸통 굴곡·고관절 굴곡,REPRESENTATIVE_ANCHOR,맨몸 반복,회·세트,lu_a18a644473,lu_lumbar_posterior_ligament,요추 후방 인대 복합체,LIGAMENT,jc_209871f411,jc_lumbar_spine,요추 복합체,tissue_f41bde5976,tissue_f41bde5976,tissue_lumbar_posterior_ligament,요추 후방 인대 복합체,1,STABILIZATION,3,3.3,7.5,SMOOTH_CYCLE,완만한 반복,D_PRIMARY_REPETITION,D의 반복·주기·세트 또는 세션 시간을 사용. cumulative = M × reps/cycles × sets × load/ROM/effort modifiers. P 자체는 숫자 승수가 아님.,BODYWEIGHT_REPETITION,유효체중·회,bodyWeightCoefficient × reps × sets × ROM × effortModifier,0.55,BILATERAL|SAGITTAL|TRUNK_FLEXION|HIP_FLEXION,C 원점수 직접 합산 금지. ContextFlags를 조직별 bounded modifier로 변환(권장 0.85–1.20); 근거가 약하면 1.0으로 수축.,C01|C02|LOWER-CTM,중간,"https://pubmed.ncbi.nlm.nih.gov/9219209/
https://pmc.ncbi.nlm.nih.gov/articles/PMC7345922/","복부 굴곡 연구와 기존 고관절·요추 분석단위를 결합한 대표 기준점. 요추 후방 인대 복합체은(는) STABILIZATION 역할로 연결했으며, 기존 상·하체 StableKey 기준점과 C01|C02|LOWER-CTM 근거를 사용해 상대점수를 정규화했다.",연구·전이 기반 점수 시안,REL-MSCP-D-REMAINING-0.1,1781278881407,smooth_cycle; exercise_base=3.4; tissue-adjusted by joint complex,,,MEDIUM,STABILIZATION,SCORED_RESEARCH_DRAFT,CTM-0.1,MAPPED_EXACT
