"stableKey","sourceField","sourceToken","sourceSemanticFacts","existingCanonicalFactsBefore","canonicalFactsAfter","lostFacts","unsupportedNewFacts","duplicatedFacts","informationStatus"
"ex_e465d1e9","legacy derived badminton transfer inference","forceType=LAND;plane=SAGITTAL;laterality=BILATERAL;fatigue=ACHILLES_TENDON_STRESS|ANKLE_EVERSION_CONTROL_STRESS|ANKLE_INVERSION_LIGAMENT_STRESS|ANKLE_SSC_REACTIVE_STRESS|CALF_ANKLE_SSC_LOAD|DECELERATION|ELASTIC_SSC|LANDING_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|PATELLAR_TENDON_STRESS|REPEATED_LOW_AMPLITUDE_IMPACT_STRESS|REPEATED_PATTERN_LOAD|SYSTEMIC;muscles=CALF|CORE;roles=ANKLE_CALF_SSC_SUPPORTIVE|JUMP_LANDING;skills=CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|JUMP_LANDING|RECOVERY_STEP","axes=DECELERATION_LANDING|LATERAL_MOVEMENT;objectives=ACCELERATION|FOOTWORK|JUMP_LANDING;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP|SPLIT_STEP;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY","axes=;objectives=ACCELERATION|FOOTWORK;fatigueCost=HIGH","removedAxes=DECELERATION_LANDING|LATERAL_MOVEMENT;removedObjectives=JUMP_LANDING","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_e4f911bb","legacy derived badminton transfer inference","forceType=PULL;plane=FRONTAL;laterality=BILATERAL;fatigue=BICEPS_LOAD|BICEPS_TENDON_STRESS|BODYWEIGHT_LOAD|CORE_BRACING_LOAD|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_LOAD|LAT_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|SCAPULAR_CONTROL_LOAD|SHOULDER_JOINT_STABILITY_STRESS|SYSTEMIC|VERTICAL_PULL_STRESS;muscles=BICEPS|CORE|FOREARM|LAT|SCAPULAR_STABILIZERS;roles=GENERAL_STRENGTH_SUPPORTIVE|GRIP_FOREARM|SHOULDER_CARE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=LATERAL_MOVEMENT|RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=LATERAL_MOVEMENT|RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_e709eeda","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=BICEPS_LOCAL_LOAD|BICEPS_TENDON_STRESS|ELBOW_FLEXION_LOAD|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_FOREARM_LOAD|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC;muscles=BICEPS|CORE|FOREARM;roles=GENERAL_STRENGTH_SUPPORTIVE|GRIP_FOREARM;skills=;qualities=GRIP_ENDURANCE","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=GRIP_ENDURANCE","axes=;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_e8ff8cfa","legacy derived badminton transfer inference","forceType=BRACE;plane=TRANSVERSE;laterality=UNILATERAL;fatigue=ANTI_ROTATION|LOCAL_MUSCLE|LOCAL_STABILIZER_LOAD|LOW_FATIGUE_REHAB|LOW_LOAD_CONTROL|LOW_LOAD_PREHAB_CONTROL_STRESS|NEURAL_HEAVY|OVERHEAD_REPETITION|ROTATOR_CUFF_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC;muscles=CORE|DEEP_CORE|OBLIQUE|REAR_DELT|ROTATOR_CUFF|SCAPULAR_STABILIZERS|SHOULDER;roles=ANTI_ROTATION_STABILITY|SHOULDER_CARE|SHOULDER_SCAPULAR_SUPPORTIVE;skills=DRIVE|OVERHEAD_CLEAR|SMASH;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=SUPPORTIVE;types=SHOULDER_SCAPULAR_SUPPORTIVE;skills=DRIVE|OVERHEAD_CLEAR|SMASH;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_e9e97659","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=BILATERAL;fatigue=GLUTE_LOAD|KNEE_ROTATIONAL_STABILITY_STRESS|KNEE_VALGUS_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|MACHINE_GUIDED_LOAD|MACHINE_LOWER_BODY_STRESS|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUAD_LOAD|SYSTEMIC;muscles=BACK|CORE|GLUTE|HAMSTRING|QUADRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=UNILATERAL_STABILITY;objectives=;fatigueCost=VERY_HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=;fatigueCost=VERY_HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_eb636bac","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=UNILATERAL;fatigue=ANTI_ROTATION|ELBOW_EXTENSION_LOAD|ELBOW_TENDON_STRESS|GRIP_FOREARM|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|SYSTEMIC|TRICEPS_LOCAL_LOAD|TRICEPS_TENDON_STRESS;muscles=BACK|CORE|FOREARM|TRICEPS;roles=ANTI_ROTATION_STABILITY|GRIP_FOREARM|SHOULDER_CARE;skills=;qualities=","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_ee378da7","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=UNILATERAL;fatigue=GLUTE_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|HIP_STABILITY_LOAD|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUADRICEPS_LOAD|SYSTEMIC|UNILATERAL_LOWER_STABILITY_STRESS;muscles=CORE|GLUTE;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=LOW_FATIGUE_CONTROL|UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=VERY_HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=VERY_HIGH","removedAxes=LOW_FATIGUE_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_f1d31d3d","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=UNILATERAL;fatigue=GLUTE_LOAD|KNEE_ROTATIONAL_STABILITY_STRESS|KNEE_VALGUS_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|MACHINE_GUIDED_LOAD|MACHINE_LOWER_BODY_STRESS|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUAD_LOAD|SYSTEMIC;muscles=CORE|GLUTE|GLUTE_MEDIUS|HAMSTRING|QUADRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=UNILATERAL_STABILITY;objectives=;fatigueCost=VERY_HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=;fatigueCost=VERY_HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_f2a79d37","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=UNILATERAL;fatigue=GLUTE_LOAD|HIP_CONTROL_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_VALGUS_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUAD_LOAD|SINGLE_LEG_STABILITY_LOAD|SYSTEMIC|UNILATERAL_CONTROL_LOAD|UNILATERAL_LOWER_STABILITY_STRESS;muscles=CORE|DEEP_CORE|GLUTE|HAMSTRING|HIP_ADDUCTOR|QUADRICEPS;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=VERY_HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=VERY_HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_f332aeab","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|ANKLE_SSC_REACTIVE_STRESS|ANKLE_STABILITY_STRESS|ANTI_ROTATION|ELASTIC_SSC|ELASTIC_SSC_LOAD|LOCAL_MUSCLE|LOW_LEVEL_REACTIVE_IMPACT|MOTOR_LEARNING_LOAD|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|RUNNING_MECHANICS_LOAD|SYSTEMIC;muscles=CORE|DEEP_CORE;roles=ANKLE_CALF_SSC_SUPPORTIVE|ANTI_ROTATION_STABILITY|LOWER_BODY_SUPPORTIVE;skills=;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE;skills=;qualities=ACCELERATION|ANKLE_STIFFNESS|CALF_ELASTICITY|HIP_CONTROL","axes=;objectives=ACCELERATION;fatigueCost=HIGH","removedAxes=DECELERATION_LANDING|LATERAL_MOVEMENT|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_f459ad2a","legacy derived badminton transfer inference","forceType=PULL;plane=TRANSVERSE;laterality=UNILATERAL;fatigue=BICEPS_LOAD|BICEPS_TENDON_STRESS|ELBOW_JOINT_STRESS|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_LOAD|HORIZONTAL_ROW_STRESS|LAT_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|REAR_DELTOID_LOAD|SCAPULAR_STABILITY_LOAD|SHOULDER_JOINT_STABILITY_STRESS|SYSTEMIC|UPPER_BACK_LOAD;muscles=BACK|BICEPS|CORE|DEEP_CORE|LAT|REAR_DELT|RHOMBOID;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT|UNILATERAL_STABILITY;objectives=;fatigueCost=VERY_HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=VERY_HIGH","removedAxes=RACKET_SUPPORT|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_f6703b06","legacy derived badminton transfer inference","forceType=BRACE;plane=TRANSVERSE;laterality=BILATERAL;fatigue=ANTI_ROTATION|FOREARM_EXTENSOR_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_FOREARM_LOAD|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC|WRIST_CONTROL_LOAD|WRIST_STABILITY_STRESS;muscles=CORE|FOREARM|GRIP|OBLIQUE;roles=ANTI_ROTATION_STABILITY|GRIP_FOREARM|GRIP_WRIST_SUPPORTIVE;skills=DRIVE|NET_PLAY;qualities=GRIP_ENDURANCE","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=MEDIUM","level=SUPPORTIVE;types=GRIP_WRIST_SUPPORTIVE;skills=DRIVE|NET_PLAY;qualities=GRIP_ENDURANCE","axes=RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_f6d43398","legacy derived badminton transfer inference","forceType=BRACE;plane=FRONTAL;laterality=UNILATERAL;fatigue=ANTI_ROTATION|ANTI_ROTATION_LOAD|CORE_BRACING_LOAD|ISOMETRIC_CORE_BRACING_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|SYSTEMIC;muscles=CORE|DEEP_CORE|GLUTE_MEDIUS|OBLIQUE;roles=ANTI_ROTATION_STABILITY|CORE_STABILITY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE;qualities=CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","axes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=SUPPORTIVE;types=CORE_STABILITY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE;qualities=CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","axes=LOW_FATIGUE_CONTROL;objectives=;fatigueCost=MEDIUM","removedAxes=LATERAL_MOVEMENT|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_f6d43398","movementPattern","TRUNK_BRACE","Side plank resists lateral flexion","MOVEMENT_PATTERN:TRUNK_BRACE","MOVEMENT_PATTERN:ANTI_LATERAL_FLEXION","NONE","NONE","NONE","LOSSLESS_WITH_EXISTING_OWNER_EXTENSION"
"ex_f97a05ab","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=ANTI_ROTATION|LOCAL_MUSCLE|LOCAL_STABILIZER_LOAD|LOW_FATIGUE_REHAB|LOW_LOAD_CONTROL|LOW_LOAD_PREHAB_CONTROL_STRESS|NEURAL_HEAVY|OVERHEAD_REPETITION|ROTATOR_CUFF_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC;muscles=BACK|CORE|OBLIQUE|SCAPULAR_STABILIZERS|SHOULDER;roles=ANTI_ROTATION_STABILITY|SHOULDER_CARE|SHOULDER_SCAPULAR_SUPPORTIVE;skills=DRIVE|OVERHEAD_CLEAR|SMASH;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=MEDIUM","level=SUPPORTIVE;types=SHOULDER_SCAPULAR_SUPPORTIVE;skills=DRIVE|OVERHEAD_CLEAR|SMASH;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_fa2e73b3","legacy derived badminton transfer inference","forceType=PUSH;plane=SAGITTAL;laterality=BILATERAL;fatigue=DELTOID_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_PUSH_STRESS|OVERHEAD_REPETITION|OVERHEAD_REPETITION_LOAD|ROTATOR_CUFF_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|CORE|DEEP_CORE|LATERAL_DELTOID|TRAPEZIUS|TRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_fa31f7a6","legacy derived badminton transfer inference","forceType=PULL;plane=TRANSVERSE;laterality=BILATERAL;fatigue=BICEPS_LOAD|BICEPS_TENDON_STRESS|ELBOW_JOINT_STRESS|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_LOAD|HORIZONTAL_ROW_STRESS|LAT_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|REAR_DELTOID_LOAD|SCAPULAR_STABILITY_LOAD|SHOULDER_JOINT_STABILITY_STRESS|SYSTEMIC|UPPER_BACK_LOAD;muscles=BACK|BICEPS|CORE|LAT|REAR_DELT|RHOMBOID;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT;objectives=;fatigueCost=HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=HIGH","removedAxes=RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_fa3416f6","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=BILATERAL;fatigue=BARBELL_LOAD|CORE_BRACING_LOAD|GLUTE_LOAD|HAMSTRING_LOAD|HEAVY_AXIAL_LOWER_STRESS|HEAVY_LOAD|KNEE_ROTATIONAL_STABILITY_STRESS|KNEE_VALGUS_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|NEURAL_LOAD|PATELLAR_TENDON_STRESS|QUAD_LOAD|SYSTEMIC;muscles=CORE|DEEP_CORE|GLUTE|HAMSTRING|QUADRICEPS;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=UNILATERAL_STABILITY;objectives=;fatigueCost=VERY_HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=;fatigueCost=VERY_HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_fa34ddfe","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=UNILATERAL;fatigue=ANTI_ROTATION|GLUTE_LOCAL_LOAD|HIP_EXTENSION_LOAD|HIP_PELVIS_STABILITY_STRESS|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC;muscles=BACK|CALF|CORE|DEEP_CORE|GLUTE|HAMSTRING;roles=ANTI_ROTATION_STABILITY|GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=;fatigueCost=HIGH","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_fa570291","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=ELBOW_EXTENSION_LOAD|ELBOW_TENDON_STRESS|GRIP_FOREARM|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC|TRICEPS_LOCAL_LOAD|TRICEPS_TENDON_STRESS;muscles=CORE|FOREARM|TRICEPS;roles=GRIP_FOREARM;skills=;qualities=","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_faae2044","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=SAGITTAL;laterality=BILATERAL;fatigue=CARDIO_CONDITIONING_STRESS|GENERAL_CONDITIONING|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|PACING_LOAD|REPETITIVE_LOCOMOTION_IMPACT|SYSTEMIC|SYSTEMIC_CONDITIONING_LOAD;muscles=CALF|CORE|HAMSTRING|QUADRICEPS;roles=CONDITIONING|GENERAL_CONDITIONING_SUPPORTIVE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY|RECOVERY_STEP","axes=AEROBIC_FOOTWORK|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=CONDITIONING|FOOTWORK;fatigueCost=HIGH","level=GENERAL;types=GENERAL_CONDITIONING_SUPPORTIVE;skills=;qualities=AEROBIC_BASE|ANAEROBIC_REPEATABILITY","axes=;objectives=;fatigueCost=HIGH","removedAxes=AEROBIC_FOOTWORK|LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=CONDITIONING|FOOTWORK","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_fb67af37","legacy derived badminton transfer inference","forceType=PUSH;plane=TRANSVERSE;laterality=BILATERAL;fatigue=BODYWEIGHT_PUSH_STRESS|CORE_BRACING_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|PECTORAL_LOAD|PECTORAL_TENDON_STRESS|SHOULDER_CONTROL_LOAD|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|CHEST|CORE|DEEP_CORE|SHOULDER|TRICEPS|UPPER_CHEST;roles=GENERAL_STRENGTH_SUPPORTIVE|SHOULDER_CARE;skills=;qualities=SHOULDER_DURABILITY","axes=RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_fdbdf454","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=UNILATERAL;fatigue=ANTERIOR_SHOULDER_LOAD|ANTI_ROTATION|ELBOW_JOINT_STRESS|GRIP_FOREARM|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|SHOULDER_JOINT_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=CORE|DEEP_CORE|FOREARM|SHOULDER|TRICEPS;roles=ANTI_ROTATION_STABILITY|GRIP_FOREARM|SHOULDER_CARE;skills=;qualities=","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=;fatigueCost=MEDIUM","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
