exerciseStableKey,exerciseName,planningEligibility,primarySemanticLayer,hasGeneralQuality,hasCoreRelation,hasSportTaskRelation,hasRecoveryPrehabRelation,candidateQuality,candidateRelationLevel,reason,runtimeEvidence,conflict,reviewDecision,status
ex_e1894690,스캡 풀업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS|VERTICAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|VERTICAL_PULL_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_e2efd0fe,불가리안 스플릿 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LUNGE_SPLIT_SQUAT_VARIANTS|UNILATERAL_LOWER_STRENGTH|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|UNILATERAL_LOWER_STABILITY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_e3715c0b,워킹 런지,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LUNGE_SPLIT_SQUAT_VARIANTS|UNILATERAL_LOWER_STRENGTH|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|LUNGE_DECELERATION_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_e41e8dcf,중량 친업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS|VERTICAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|VERTICAL_PULL_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_e41f4c2b,중량 풀업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS|VERTICAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|VERTICAL_PULL_STRESS|ESTIMATED_1RM,,PASS,AUTO_APPROVED
ex_e465d1e9,포고 점프,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ANKLE_STIFFNESS_SSC_CONDITIONING|ANKLE_SSC_CONDITIONING|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|ANKLE_SSC_REACTIVE_STRESS|TIME_OR_REPS,,PASS,MANUALLY_REVIEWED
ex_e4f911bb,네거티브 풀업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS|VERTICAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|VERTICAL_PULL_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_e709eeda,케이블 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BICEPS_CURL_VARIANTS|BICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_e8ff8cfa,밴드 외회전,PROGRAM_SELECTABLE,RECOVERY_PREHAB_LAYER,NO,NO,NO,YES,,,Runtime recovery/prehab authority; not promoted to general quality.,EXTERNAL_ROTATION_INTERNAL_ROTATION_VARIANTS|ROTATOR_CUFF_CARE|RECOVERY_ONLY|BALANCE|BADMINTON_SUPPORTIVE|LOW_LOAD_PREHAB_CONTROL_STRESS|QUALITY_BASED,,PREHAB_OWNER,PREHAB_OWNED
ex_e9e97659,핵 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,SQUAT_VARIANTS|MAIN_LOWER_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|MACHINE_LOWER_BODY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_eb636bac,원암 케이블 오버헤드 트라이셉스 익스텐션,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS|TRICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_ee378da7,스케이터 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,SQUAT_VARIANTS|UNILATERAL_LOWER_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_SUPPORTIVE|UNILATERAL_LOWER_STABILITY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_f1d31d3d,원레그 핵 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,SQUAT_VARIANTS|MAIN_LOWER_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|MACHINE_LOWER_BODY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_f2a79d37,스플릿 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LUNGE_SPLIT_SQUAT_VARIANTS|UNILATERAL_LOWER_STRENGTH|FATIGUE|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|UNILATERAL_LOWER_STABILITY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_f332aeab,월 드라이브,PROGRAM_SELECTABLE,CORE_LAYER,YES,YES,YES,NO,REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Existing core_relations.csv authority owns core stimulus semantics.,RUNNING_MECHANICS_SUPPORT|RUNNING_MECHANICS_SUPPORT|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|ANKLE_SSC_REACTIVE_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
ex_f459ad2a,메도우즈 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_f6703b06,덤벨 프로네이션/수피네이션,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,MUSCULAR_ENDURANCE|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,FOREARM_GRIP_ACCESSORY|FOREARM_GRIP_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS_OR_TIME,,PASS,MANUALLY_REVIEWED
ex_f6d43398,사이드 플랭크,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,ANTI_ROTATION_ANTI_EXTENSION_CORE|CORE_STABILITY_ACCESSORY|ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|ISOMETRIC_CORE_BRACING_STRESS|TIME_OR_REPS,,CORE_OWNER,CORE_OWNED
ex_f97a05ab,월 슬라이드,PROGRAM_SELECTABLE,RECOVERY_PREHAB_LAYER,NO,NO,NO,YES,,,Runtime recovery/prehab authority; not promoted to general quality.,SCAPULAR_CONTROL_RECOVERY_PREHAB_VARIANTS|RECOVERY_PREHAB_SCAPULAR_CONTROL|RECOVERY_ONLY|BALANCE|BADMINTON_SUPPORTIVE|LOW_LOAD_PREHAB_CONTROL_STRESS|QUALITY_BASED,,PREHAB_OWNER,PREHAB_OWNED
ex_fa2e73b3,핸드스탠드 푸시업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,BODYWEIGHT_VERTICAL_PUSH_VARIANTS|BODYWEIGHT_VERTICAL_PUSH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|OVERHEAD_PUSH_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_fa31f7a6,케이블 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_fa3416f6,스미스 머신 스쿼트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,SQUAT_VARIANTS|MAIN_LOWER_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HEAVY_AXIAL_LOWER_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_fa34ddfe,케이블 킥백,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,GLUTE_ISOLATION_ACCESSORY|GLUTE_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
ex_fa570291,트라이셉스 푸시다운,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS|TRICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ex_faae2044,인터벌 러닝,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,CARDIORESPIRATORY_FITNESS,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CARDIO_RECORDS|CONDITIONING|FATIGUE|CONDITIONING|CARDIO_CONDITIONING_STRESS|TIME_DISTANCE_PACE_OR_INTENSITY,,PASS,AUTO_APPROVED
ex_fb67af37,디클라인 푸시업,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,PUSH_UP_VARIANTS|UPPER_PUSH_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BODYWEIGHT_PUSH_STRESS|REPS_AT_LOAD,,PASS,AUTO_APPROVED
ex_fdbdf454,원암 덤벨 오버헤드 트라이셉스 익스텐션,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,OVERHEAD_TRICEPS_LONG_HEAD|TRICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ez_bar_lying_triceps_extension,EZ바 라잉 트라이셉스 익스텐션,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_EXTENSION_TRICEPS_ISOLATION_VARIANTS|TRICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ez_bar_preacher_curl,EZ바 프리처 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BICEPS_CURL_VARIANTS|BICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ez_bar_reverse_curl,EZ바 리버스 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BRACHIALIS_BRACHIORADIALIS_VARIANTS|BRACHIALIS_FOREARM_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
ez_bar_spider_curl,EZ바 스파이더 컬,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ELBOW_FLEXION_BICEPS_CURL_VARIANTS|BICEPS_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|ISOLATION_ACCESSORY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
face_pull,페이스풀,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,NO,YES,,,Existing core_relations.csv authority owns core stimulus semantics.,SCAPULAR_RETRACTION_EXTERNAL_ROTATION_CONTROL_VARIANTS|SCAPULAR_CONTROL_ACCESSORY|FATIGUE|RECOVERY_ONLY|BALANCE|BADMINTON_SUPPORTIVE|LOW_LOAD_PREHAB_CONTROL_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
gymnastic_ring_inverted_row,짐내스틱 링 인버티드 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
half_kneeling_single_arm_dumbbell_press,하프 닐링 원암 덤벨 프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS|UNILATERAL_SHOULDER_PRESS|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|OVERHEAD_PUSH_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
half_kneeling_single_arm_kettlebell_press,하프 닐링 원암 케틀벨 프레스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS|UNILATERAL_SHOULDER_PRESS|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BADMINTON_SUPPORTIVE|BALANCE|OVERHEAD_PUSH_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
hip_adduction_machine,힙 어덕션 머신,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,NO,YES,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,HIP_ADDUCTION_ACCESSORY|HIP_ADDUCTOR_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,Bootstrap PLYOMETRIC/BOUND conflicts with runtime HIP_ADDUCTION_ACCESSORY.,PASS,AUTO_APPROVED
kettlebell_farmer_carry,케틀벨 파머스 캐리,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,MUSCULAR_ENDURANCE,SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LOADED_CARRY_VARIANTS|LOADED_CARRY_BRACING|FATIGUE|BADMINTON_SUPPORTIVE|LOADED_CARRY_BRACING_STRESS|DISTANCE_OR_TIME_LOAD,,PASS,AUTO_APPROVED
kettlebell_goblet_squat,케틀벨 고블릿 스쿼트,PROGRAM_SELECTABLE,CORE_LAYER,YES,YES,NO,NO,STRENGTH|HYPERTROPHY,DIRECT_CAPABILITY,Existing core_relations.csv authority owns core stimulus semantics.,SQUAT_VARIANTS|KNEE_DOMINANT_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|LOW_LOAD_PREHAB_CONTROL_STRESS|VOLUME_LOAD,,CORE_OWNER,CORE_OWNED
kettlebell_halo,케틀벨 헤일로,PROGRAM_SELECTABLE,INTENTIONALLY_UNRESOLVED,NO,YES,NO,NO,MOBILITY_ROM,,Shoulder-control and grip evidence does not establish a direct mobility-ROM capability.,SCAPULAR_SHOULDER_SUPPORT|SCAPULAR_SHOULDER_SUPPORT|FATIGUE|BADMINTON_TRANSFER|BALANCE|LOW_LOAD_PREHAB_CONTROL_STRESS|QUALITY_BASED,Bootstrap mobility label conflicts with runtime shoulder-control/prehab semantics.,RETAIN_UNRESOLVED,UNRESOLVED
kettlebell_single_leg_rdl,케틀벨 원레그 루마니안 데드리프트,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY|SUPPORTIVE_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,DEADLIFT_HINGE_VARIANTS|UNILATERAL_HINGE_ACCESSORY|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_SUPPORTIVE|UNILATERAL_LOWER_STABILITY_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
landmine_anti_rotation,랜드마인 안티로테이션,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,TRUNK_ANTI_ROTATION_STABILITY|TRUNK_ANTI_ROTATION_STABILITY|FATIGUE|BADMINTON_TRANSFER|BALANCE|ANTI_ROTATION_CORE_STABILITY_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
landmine_rotation,랜드마인 좌우 회전,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER|RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROTATIONAL_KINETIC_CHAIN|ROTATIONAL_KINETIC_CHAIN|FATIGUE|BADMINTON_TRANSFER|BALANCE|BALLISTIC_POWER_STRESS|QUALITY_BASED,,PASS,AUTO_APPROVED
lateral_bound_continuous,래터럴 바운드,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER|REACTIVE_STRENGTH_SSC,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,LATERAL_BOUND_CONTINUOUS_VARIANTS|PLYOMETRIC_POWER|FATIGUE|BADMINTON_SUPPORTIVE|BALANCE|PLYOMETRIC_LANDING_STRESS|QUALITY_BASED,,PASS,MANUALLY_REVIEWED
machine_chest_fly,머신 플라이,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,CHEST_ISOLATION|CHEST_ISOLATION_ACCESSORY|HYPERTROPHY_VOLUME|FATIGUE|ISOLATION_ACCESSORY_STRESS|LOAD_REPS,,PASS,AUTO_APPROVED
med_ball_chest_pass,메디신볼 체스트 패스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,POWER|RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,POWER_CORE_SHOULDER|POWER_REACTIVE_LOW_VOLUME|FATIGUE|BADMINTON_TRANSFER|BALANCE|BALLISTIC_POWER_STRESS|QUALITY_BASED,,PASS,MANUALLY_REVIEWED
med_ball_overhead_slam,메디신볼 위에서 아래로 슬램,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,POWER|RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,POWER_CORE_SHOULDER|POWER_REACTIVE_LOW_VOLUME|FATIGUE|BADMINTON_TRANSFER|BALANCE|BALLISTIC_POWER_STRESS|QUALITY_BASED,,PASS,AUTO_APPROVED
med_ball_rotational_scoop_toss,메디신볼 로테이셔널 스쿱 토스,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER|RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROTATIONAL_KINETIC_CHAIN|ROTATIONAL_KINETIC_CHAIN|FATIGUE|BADMINTON_TRANSFER|BALANCE|BALLISTIC_POWER_STRESS|QUALITY_BASED,,PASS,MANUALLY_REVIEWED
med_ball_rotational_slam,메디신볼 회전 아래로 슬램,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER|RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROTATIONAL_KINETIC_CHAIN|ROTATIONAL_KINETIC_CHAIN|FATIGUE|BADMINTON_TRANSFER|BALANCE|BALLISTIC_POWER_STRESS|QUALITY_BASED,,PASS,AUTO_APPROVED
medicine_ball_rotational_throw,메디신볼 회전 옆으로 던지기,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER|RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROTATIONAL_KINETIC_CHAIN|ROTATIONAL_KINETIC_CHAIN|FATIGUE|BADMINTON_TRANSFER|BALANCE|BALLISTIC_POWER_STRESS|QUALITY_BASED,,PASS,MANUALLY_REVIEWED
medicine_ball_three_step_acceleration_throw,메디신볼 3스텝 가속 던지기,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER|RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROTATIONAL_KINETIC_CHAIN|ROTATIONAL_KINETIC_CHAIN|FATIGUE|BADMINTON_TRANSFER|BALANCE|BALLISTIC_POWER_STRESS|QUALITY_BASED,,PASS,AUTO_APPROVED
medicine_ball_three_step_deceleration_throw,메디신볼 3스텝 감속 던지기,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,YES,NO,POWER|RAPID_FORCE_PRODUCTION,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROTATIONAL_KINETIC_CHAIN|ROTATIONAL_KINETIC_CHAIN|FATIGUE|BADMINTON_TRANSFER|BALANCE|BALLISTIC_POWER_STRESS|QUALITY_BASED,,PASS,AUTO_APPROVED
one_arm_gymnastic_ring_row,짐내스틱 링 원암 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
one_arm_suspension_trainer_row,서스펜션 트레이너 원암 로우,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY|STRENGTH,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,ROW_VARIANTS|HORIZONTAL_PULL_STRENGTH|FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|HORIZONTAL_ROW_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
plate_rotational_press_out,플레이트 로테이셔널 프레스아웃,PROGRAM_SELECTABLE,CORE_LAYER,NO,YES,YES,NO,,,Existing core_relations.csv authority owns core stimulus semantics.,TRUNK_ANTI_ROTATION_STABILITY|TRUNK_ANTI_ROTATION_STABILITY|FATIGUE|BADMINTON_TRANSFER|BALANCE|ANTI_ROTATION_CORE_STABILITY_STRESS|QUALITY_BASED,,CORE_OWNER,CORE_OWNED
single_leg_hip_bridge,원레그 힙 브릿지,PROGRAM_SELECTABLE,GENERAL_QUALITY_RELATION,YES,YES,NO,NO,HYPERTROPHY,DIRECT_CAPABILITY,Approved relation uses runtime family/slot/stress evidence.,HIP_THRUST_GLUTE_BRIDGE_VARIANTS|GLUTE_POSTERIOR_CHAIN_ACCESSORY|FATIGUE|HYPERTROPHY_VOLUME|BALANCE|HINGE_POSTERIOR_CHAIN_STRESS|VOLUME_LOAD,,PASS,AUTO_APPROVED
