"sourceFile","line","function","analysisModule","inputField","inferredOutput","replacementRelationRequired","riskLevel"
"app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataPersistence.kt","59","stringToTokenField","shared metadata/data","context-dependent string/token collection","values = encodedValues.split(VALUE_SEPARATOR).filter(String::isNotEmpty)","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","20","preserveOnEdit","shared metadata/data","stableKey","stableKey = existing.stableKey.ifBlank { repairedKey },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","30","mergeSeed","shared metadata/data","imageAssetName","imageAssetName = seed.imageAssetName.ifBlank { existing.imageAssetName },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","47","applyBuiltInSeedMetadata","shared metadata/data","imageAssetName","imageAssetName = seed.imageAssetName.ifBlank { exercise.imageAssetName },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/RuntimeExerciseMetadataResolver.kt","90","resolve","shared metadata/data","stableKey","else -> RuntimeExerciseMetadataDefaults.forIdentity(exercise.stableKey, exercise.name)","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/SafeBackupRestore.kt","192","prepare","shared metadata/data","context-dependent string/token collection","backupContentSha256 = data.manifest?.contentSha256.orEmpty().ifBlank {","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/StrengthPosteriorBackupCodec.kt","362","decode","shared metadata/data","context-dependent string/token collection","val tokens = payload.split('|')","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","441","saveDataTransferReport","shared metadata/data","context-dependent string/token collection","} ?: error(""진단 보고서 파일을 열 수 없습니다."")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","547","saveInitialUserProfile","shared metadata/data","context-dependent string/token collection","createdAt = existing?.createdAt ?: profile.createdAt,","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","817","legacyUpsertRestoredExercise","shared metadata/data","category","val category = row.category.ifBlank { ""근력운동"" }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","840","legacyUpsertRestoredExercise","shared metadata/data","metadataConfidence","metadataConfidence = row.metadataConfidence.ifBlank { MetadataConfidence.LOW.name },","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","863","legacyUpsertRestoredExercise","shared metadata/data","imageAssetName","imageAssetName = restored.imageAssetName.ifBlank { existing.imageAssetName },","movement/anatomy typed relation or explicit compatibility mapping","HIGH"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","892","recoveryScore","shared metadata/data","context-dependent string/token collection","val sex = normalizeProfileSex(values[""sex""].orEmpty().ifBlank { values[""gender""].orEmpty() })","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","896","recoveryScore","shared metadata/data","context-dependent string/token collection","val breakCategory = sanitizeProfileKey(values[""trainingBreakCategory""], breakCategoryKeys).ifBlank {","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","899","recoveryScore","shared metadata/data","context-dependent string/token collection","val breakReason = sanitizeProfileKey(values[""trainingBreakReason""], breakReasonKeys).ifBlank {","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","965","recoveryScore","shared metadata/data","context-dependent string/token collection","primaryGoal = sanitizeProfileKey(values[""primaryGoal""], primaryGoalKeys).ifBlank {","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","992","sanitizeTagList","shared metadata/data","context-dependent string/token collection",".split("","", ""|"", "";"")","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","1008","normalizeProfileSex","shared metadata/data","context-dependent string/token collection","else -> ""UNSPECIFIED""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRepository.kt","1024","breakWeeksToProfileCategory","shared metadata/data","context-dependent string/token collection","else -> ""MORE_THAN_EIGHT_WEEKS""","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/TrainingRoleSplitMigration.kt","184","migrateIntrinsicTrainingRoles","shared metadata/data","context-dependent string/token collection","val role = mappings[cursor.getString(1).uppercase()] ?: continue","ExerciseProgramSlotCapability / ExerciseProgramRoleEligibility","MEDIUM"
"app/src/main/java/com/training/trackplanner/data/WorkoutSourceIdentityProvider.kt","32","sourceDatabaseLineageId","shared metadata/data","context-dependent string/token collection","return appMetaDao.value(SOURCE_DATABASE_LINEAGE_ID).orEmpty().ifBlank { generated }","movement/anatomy typed relation or explicit compatibility mapping","MEDIUM"
