stableKey,name,category,detail1,detail2,mode,description,defaultRestSeconds,familyId,familyName,familyRole,familyE1rmMultiplier,movementPattern,movementCategory,primaryMuscles,secondaryMuscles,equipment,equipmentTags,compoundType,forceType,bodyRegion,plane,laterality,axialLoadLevel,stabilityRoles,sportTransferDirect,sportTransferSupportive,badmintonTransferRoles,fatigueCategories,adaptiveBaselineGroups,accessoryRoles,loadProfile,recoveryDecayProfile,systemicLoadWeight,neuralHeavyWeight,neuralSpeedWeight,localLoadWeight,decelerationWeight,elasticSscWeight,rotationPowerWeight,antiRotationWeight,overheadSwingWeight,gripLoadWeight,progressMetricType,strengthProgressionGroup,hypertrophyVolumeGroup,mainLiftGroup,accessoryContributionGroup,estimated1RmEligible,volumeLoadEligible,badmintonTransferStrength,courtMovementTypes,badmintonSkillTargets,jointStressTags,stabilityDemandLevel,mobilityDemandLevel,balanceContributionTags,analysisEligibility,activityKind,planningEligibility,metadataConfidence,imageAssetName,isActive,archivedAt,isCustom,needsReview
cable_lift,케이블 리프트,기능성운동,복사근/코어,둔근/어깨/전완,"케이블, 무게*횟수",낮은 케이블을 대각선 위로 들어 올리며 골반과 몸통 회전을 제어한다.,60,케이블_리프트,케이블 리프트,PRIMARY,1,ROTATION,STABILITY,"SHOULDER,FOREARM,GLUTE,CORE,OBLIQUE",DEEP_CORE,CABLE,CABLE,HYBRID,ROTATE,WHOLE_BODY,TRANSVERSE,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL,HIP_STABILITY,PELVIC_STABILITY",,"HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT,GRIP_FOREARM_SUPPORT","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ROTATION_POWER,OVERHEAD_REPETITION,GRIP_FOREARM","SHOULDER_OVERHEAD,GRIP_FOREARM,ROTATION_POWER","SHOULDER_ACCESSORY,ARM_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0.75,0,0.5,0.75,QUALITY_BASED,CORE,SHOULDERS,NONE,GRIP_FOREARM,NO,NO,SUPPORTIVE,NONE,"ROTATION_SEQUENCING,GRIP_ENDURANCE,SHOULDER_DURABILITY","SHOULDER,WRIST,HIP",HIGH,MODERATE,"ROTATION,UNILATERAL_LOWER,SHOULDER_CARE,GRIP_FOREARM,HIP_STABILITY","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
cable_overhead_triceps_extension,케이블 오버헤드 트라이셉스 익스텐션,근력운동,삼두근 장두,전완근/코어,"덤벨 또는 케이블, 무게*횟수",팔을 머리 위에 둔 상태에서 팔꿈치를 펴 삼두를 훈련한다. 삼두 장두 보완에 좋다.,60,오버헤드_트라이셉스_익스텐션,오버헤드 트라이셉스 익스텐션,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"TRICEPS,FOREARM,CORE",DEEP_CORE,CABLE,CABLE,HYBRID,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION",,"TRUNK_CONTROL_SUPPORT,GRIP_FOREARM_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,GRIP_FOREARM","GRIP_FOREARM,ANTI_ROTATION","ARM_ACCESSORY,TRICEPS_ISOLATION,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0,0.75,VOLUME_LOAD,OVERHEAD_TRICEPS_LONG_HEAD,ARMS,NONE,GRIP_FOREARM,NO,YES,NONE,NONE,NONE,"ELBOW,WRIST",LOW,LOW,"ANTI_ROTATION,GRIP_FOREARM",FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
cable_pallof_press,케이블 팔로프 프레스,기능성운동,회전저항/코어안정성,케이블 또는 밴드,무게*횟수,몸 옆에서 당기는 밴드나 케이블을 가슴 앞에서 밀어낸다. 몸통이 돌아가지 않게 버티며 코어 안정성을 익힌다.,45,팔로프_프레스,팔로프 프레스,PRIMARY,1,TRUNK_BRACE,STABILITY,"CHEST,CORE,DEEP_CORE,OBLIQUE",DEEP_CORE,CABLE,CABLE,HYBRID,BRACE,UPPER,TRANSVERSE,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL",,TRUNK_CONTROL_SUPPORT,CORE_STABILITY_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION",ANTI_ROTATION,"ARM_ACCESSORY,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.5,0.5,0,0.5,0,0,0,0.75,0,0,QUALITY_BASED,TRUNK_ANTI_MOVEMENT,CHEST,NONE,CORE_STABILITY,NO,NO,SUPPORTIVE,NONE,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE,,HIGH,LOW,ANTI_ROTATION,FATIGUE|BADMINTON_SUPPORTIVE|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
cable_rear_delt_fly,케이블 리어델트 플라이,근력운동,후면삼각근,능형근/회전근개,"덤벨 또는 케이블, 무게*횟수",팔을 벌려 후면삼각근을 수축한다. 어깨 뒤쪽 볼륨과 견갑 안정성을 보완한다.,60,리어델트_플라이,리어델트 플라이,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"RHOMBOID,REAR_DELT,SHOULDER,ROTATOR_CUFF,SCAPULAR_STABILIZERS,DEEP_CORE,OBLIQUE",CORE,CABLE,CABLE,HYBRID,BRACE,UPPER,TRANSVERSE,BILATERAL,NONE,"ANTI_ROTATION,SCAPULAR_STABILITY,ROTATOR_CUFF_CONTROL",,"SHOULDER_STABILITY_SUPPORT,ROTATOR_CUFF_SUPPORT",GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,ANTI_ROTATION","SHOULDER_ACCESSORY,ARM_ACCESSORY,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.75,0,0,0,0.75,0.5,0,VOLUME_LOAD,POSTERIOR_DELTOID_HORIZONTAL_ABDUCTION,SHOULDERS,NONE,SHOULDER_CARE,NO,YES,GENERAL,NONE,NONE,SHOULDER,LOW,LOW,"ANTI_ROTATION,SHOULDER_CARE,SCAPULAR_STABILITY",FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
cable_woodchop,케이블 우드찹,기능성운동,복사근/코어,둔근/어깨/전완,"케이블, 무게*횟수",케이블 저항을 따라 몸통과 골반을 함께 회전시키며 대각선으로 당긴다.,60,케이블_우드찹,케이블 우드찹,PRIMARY,1,ROTATION,STABILITY,"SHOULDER,FOREARM,GLUTE,CORE,OBLIQUE",DEEP_CORE,CABLE,CABLE,HYBRID,ROTATE,WHOLE_BODY,TRANSVERSE,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL,HIP_STABILITY,PELVIC_STABILITY",,"HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT,GRIP_FOREARM_SUPPORT","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ROTATION_POWER,OVERHEAD_REPETITION,GRIP_FOREARM","SHOULDER_OVERHEAD,GRIP_FOREARM,ROTATION_POWER","SHOULDER_ACCESSORY,ARM_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0.75,0,0.5,0.75,QUALITY_BASED,CORE,SHOULDERS,NONE,GRIP_FOREARM,NO,NO,SUPPORTIVE,NONE,"ROTATION_SEQUENCING,GRIP_ENDURANCE,SHOULDER_DURABILITY","SHOULDER,WRIST,HIP",HIGH,MODERATE,"ROTATION,UNILATERAL_LOWER,SHOULDER_CARE,GRIP_FOREARM,HIP_STABILITY","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
chest_supported_row_machine,체스트 서포티드 로우 머신,근력운동,광배근/능형근,후면삼각근/이두근,"벤치 또는 머신, 무게*횟수",가슴을 패드나 벤치에 기대고 당긴다. 허리 반동을 줄이고 등 근육에 집중하기 좋다.,90,bench_press,벤치프레스,PRIMARY,1,HORIZONTAL_PULL,STRENGTH,"CHEST,LAT,BACK,RHOMBOID,REAR_DELT,BICEPS",CORE,ROW_MACHINE,ROW_MACHINE,COMPOUND,PULL,UPPER,TRANSVERSE,BILATERAL,MODERATE,,,,GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,UPPER_PULL","ARM_ACCESSORY,CHEST_ACCESSORY,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",LUMBAR_STRESS_HIGH,MEDIUM,0.5,0.5,0,0.5,0,0,0,0,0,0,VOLUME_LOAD,HORIZONTAL_PULL_COMPOUND,CHEST,ROW,UPPER_PULL_ACCESSORY,NO,YES,GENERAL,NONE,NONE,ELBOW,LOW,MODERATE,"UPPER_PULL,SCAPULAR_STABILITY",FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,LOW,,YES,,NO,NO
dumbbell_chest_supported_row,덤벨 체스트 서포티드 로우,근력운동,광배근/능형근,후면삼각근/이두근,"벤치 또는 머신, 무게*횟수",가슴을 패드나 벤치에 기대고 당긴다. 허리 반동을 줄이고 등 근육에 집중하기 좋다.,90,bench_press,벤치프레스,PRIMARY,1,HORIZONTAL_PULL,STRENGTH,"CHEST,LAT,BACK,RHOMBOID,REAR_DELT,BICEPS",CORE,DUMBBELL|BENCH,DUMBBELL|BENCH,COMPOUND,PULL,UPPER,TRANSVERSE,BILATERAL,MODERATE,,,,GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,UPPER_PULL","ARM_ACCESSORY,CHEST_ACCESSORY,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",LUMBAR_STRESS_HIGH,MEDIUM,0.5,0.5,0,0.5,0,0,0,0,0,0,VOLUME_LOAD,HORIZONTAL_PULL_COMPOUND,CHEST,ROW,UPPER_PULL_ACCESSORY,NO,YES,GENERAL,NONE,NONE,ELBOW,LOW,MODERATE,"UPPER_PULL,SCAPULAR_STABILITY",FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,LOW,,YES,,NO,NO
dumbbell_farmer_carry,덤벨 파머스 캐리,기능성운동,그립/코어/보행안정성,덤벨 또는 케틀벨,무게*거리 또는 시간,"파머스 캐리: 그립/코어/보행안정성을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.",60,파머스_캐리,파머스 캐리,PRIMARY,1,CARRY|GAIT,STABILITY,"GRIP,CORE,DEEP_CORE",DEEP_CORE,DUMBBELL,DUMBBELL,COMPOUND,CARRY,UPPER,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,TRUNK_CONTROL,LANDING_STABILITY",,"LANDING_SUPPORT,TRUNK_CONTROL_SUPPORT,GRIP_FOREARM_SUPPORT",CORE_STABILITY_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,,MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.5,0,0,0,0,0,0.75,DISTANCE_OR_TIME_LOAD,CARRY_GRIP_CORE_BRACING,FOREARM_GRIP,NONE,GRIP_FOREARM,NO,NO,SUPPORTIVE,NONE,CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE,WRIST,HIGH,LOW,GRIP_FOREARM,FATIGUE|BADMINTON_SUPPORTIVE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
dumbbell_goblet_squat,덤벨 고블릿 스쿼트,기능성운동,하체힘/코어/스쿼트패턴,케틀벨 또는 덤벨,무게*횟수,"고블릿 스쿼트: 하체힘/코어/스쿼트패턴을 목표로 짧고 선명하게 수행한다. 속도보다 착지, 정지, 몸통 안정성을 먼저 확인한다.",75,squat,스쿼트,PRIMARY,1,SQUAT,STABILITY,"CORE,DEEP_CORE",DEEP_CORE,DUMBBELL,DUMBBELL,COMPOUND,SQUAT,TRUNK,SAGITTAL,BILATERAL,HIGH,"CORE_STABILITY,TRUNK_CONTROL,LANDING_STABILITY",,"LANDING_SUPPORT,TRUNK_CONTROL_SUPPORT",GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",HIGH_AXIAL_LOAD,SHORT,0.75,0.75,0,0.5,0,0,0,0,0,0,VOLUME_LOAD,SQUAT_PATTERN_ACCESSORY,CORE,SQUAT,LOWER_ACCESSORY,NO,YES,GENERAL,NONE,NONE,"HIP,KNEE",MODERATE,MODERATE,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN",FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
dumbbell_lying_triceps_extension,덤벨 라잉 트라이셉스 익스텐션,근력운동,삼두근 장두,전완근/어깨안정근,"EZ바 또는 덤벨, 무게*횟수",누운 상태에서 팔꿈치를 굽혀 이마 뒤쪽으로 내렸다가 편다. 팔꿈치가 벌어지지 않게 통제한다.,75,라잉_트라이셉스_익스텐션,라잉 트라이셉스 익스텐션,PRIMARY,1,ISOLATION,HYPERTROPHY,"SHOULDER,TRICEPS,FOREARM",CORE,DUMBBELL,DUMBBELL,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,"SHOULDER_STABILITY_SUPPORT,GRIP_FOREARM_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION,GRIP_FOREARM","SHOULDER_OVERHEAD,GRIP_FOREARM","SHOULDER_ACCESSORY,ARM_ACCESSORY,TRICEPS_ACCESSORY,TRICEPS_ISOLATION,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.25,0.25,0,0.75,0,0,0,0,0.5,0.75,VOLUME_LOAD,ELBOW_EXTENSION_TRICEPS,SHOULDERS,NONE,GRIP_FOREARM,NO,YES,NONE,NONE,NONE,"SHOULDER,ELBOW,WRIST",LOW,LOW,"SHOULDER_CARE,GRIP_FOREARM",FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
dumbbell_overhead_triceps_extension,덤벨 오버헤드 트라이셉스 익스텐션,근력운동,삼두근 장두,전완근/코어,"덤벨 또는 케이블, 무게*횟수",팔을 머리 위에 둔 상태에서 팔꿈치를 펴 삼두를 훈련한다. 삼두 장두 보완에 좋다.,60,오버헤드_트라이셉스_익스텐션,오버헤드 트라이셉스 익스텐션,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"TRICEPS,FOREARM,CORE",DEEP_CORE,DUMBBELL,DUMBBELL,HYBRID,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION",,"TRUNK_CONTROL_SUPPORT,GRIP_FOREARM_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,GRIP_FOREARM","GRIP_FOREARM,ANTI_ROTATION","ARM_ACCESSORY,TRICEPS_ISOLATION,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0,0.75,VOLUME_LOAD,OVERHEAD_TRICEPS_LONG_HEAD,ARMS,NONE,GRIP_FOREARM,NO,YES,NONE,NONE,NONE,"ELBOW,WRIST",LOW,LOW,"ANTI_ROTATION,GRIP_FOREARM",FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
dumbbell_preacher_curl,덤벨 프리처 컬,근력운동,이두근,전완근,"EZ바 또는 덤벨, 무게*횟수",팔꿈치를 패드에 고정해 반동을 줄이고 컬한다. 아놀드식 팔 훈련에서 자주 보이는 이두 고립운동이다.,60,프리처_컬,프리처 컬,PRIMARY,1,ISOLATION,HYPERTROPHY,"BICEPS,FOREARM",CORE,DUMBBELL,DUMBBELL,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,GRIP_FOREARM_SUPPORT,GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,"ARM_ACCESSORY,BICEPS_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.25,0.25,0,0.75,0,0,0,0,0,0.75,VOLUME_LOAD,ELBOW_FLEXION_CURL,ARMS,NONE,GRIP_FOREARM,NO,YES,GENERAL,NONE,NONE,"ELBOW,WRIST",LOW,LOW,GRIP_FOREARM,FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
dumbbell_rear_delt_fly,덤벨 리어델트 플라이,근력운동,후면삼각근,능형근/회전근개,"덤벨 또는 케이블, 무게*횟수",팔을 벌려 후면삼각근을 수축한다. 어깨 뒤쪽 볼륨과 견갑 안정성을 보완한다.,60,리어델트_플라이,리어델트 플라이,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"RHOMBOID,REAR_DELT,SHOULDER,ROTATOR_CUFF,SCAPULAR_STABILIZERS,DEEP_CORE,OBLIQUE",CORE,DUMBBELL,DUMBBELL,HYBRID,BRACE,UPPER,TRANSVERSE,BILATERAL,NONE,"ANTI_ROTATION,SCAPULAR_STABILITY,ROTATOR_CUFF_CONTROL",,"SHOULDER_STABILITY_SUPPORT,ROTATOR_CUFF_SUPPORT",GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,OVERHEAD_REPETITION","SHOULDER_OVERHEAD,ANTI_ROTATION","SHOULDER_ACCESSORY,ARM_ACCESSORY,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.75,0,0,0,0.75,0.5,0,VOLUME_LOAD,POSTERIOR_DELTOID_HORIZONTAL_ABDUCTION,SHOULDERS,NONE,SHOULDER_CARE,NO,YES,GENERAL,NONE,NONE,SHOULDER,LOW,LOW,"ANTI_ROTATION,SHOULDER_CARE,SCAPULAR_STABILITY",FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
dumbbell_reverse_wrist_curl,덤벨 리버스 리스트 컬,근력운동,손목신전근/전완근,그립,"덤벨 또는 바벨, 무게*횟수",손등이 위를 향한 상태에서 손목을 들어 올린다. 손목 굴곡 운동과 균형을 맞춰 전완을 보강한다.,45,리버스_리스트_컬,리버스 리스트 컬,PRIMARY,1,ISOLATION,HYPERTROPHY,"BACK,FOREARM,GRIP",CORE,DUMBBELL,DUMBBELL,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,HIGH,,,GRIP_FOREARM_SUPPORT,GRIP_WRIST_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM","SYSTEMIC,GRIP_FOREARM","ARM_ACCESSORY,BICEPS_ACCESSORY,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",HIGH_AXIAL_LOAD,SHORT,0.25,0.25,0,0.75,0,0,0,0,0,0.75,LOAD_REPS_OR_TIME,FOREARM_WRIST_GRIP_ACCESSORY,BACK,NONE,GRIP_FOREARM,NO,YES,SUPPORTIVE,NONE,DRIVE|NET_PLAY,WRIST,LOW,LOW,GRIP_FOREARM,ACCESSORY_VOLUME|FATIGUE|BADMINTON_SUPPORTIVE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
dumbbell_romanian_deadlift,루마니안 덤벨 데드리프트,근력운동,햄스트링/둔근,척추기립근/광배근/코어,"덤벨, 무게*횟수",양손의 덤벨을 허벅지 앞이나 옆에 두고 엉덩이를 뒤로 보내며 내려간다. 좌우 독립 하중을 통제하며 햄스트링과 둔근을 훈련한다.,105,deadlift,데드리프트,PRIMARY,1.18,HINGE,STRENGTH,"HAMSTRING,GLUTE","ERECTOR_SPINAE,CORE,FOREARM",DUMBBELL,DUMBBELL,COMPOUND,HINGE,WHOLE_BODY,SAGITTAL,BILATERAL,HIGH,"CORE_STABILITY,ANTI_ROTATION,HIP_STABILITY",,HIP_STABILITY_SUPPORT|TRUNK_CONTROL_SUPPORT,NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM","SYSTEMIC,HEAVY_LOWER,HINGE,GRIP_FOREARM","BACK_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",HIGH_AXIAL_LOAD,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0.5,ESTIMATED_1RM,HINGE,POSTERIOR_CHAIN,DEADLIFT,POSTERIOR_CHAIN_ACCESSORY,YES,YES,NONE,NONE,NONE,"LOW_BACK,HIP",LOW,LOW,"LOWER_PULL,HINGE,POSTERIOR_CHAIN,HIP_STABILITY","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
dumbbell_single_leg_rdl,덤벨 원레그 루마니안 데드리프트,기능성운동,편측제어/힙힌지/균형,덤벨 또는 케틀벨,무게*횟수,앞다리에 대부분의 체중과 부하를 싣고 엉덩이를 뒤로 보내며 힙힌지한다. 반대쪽 발은 균형을 위해 뒤에 가볍게 접지할 수 있으며 앞다리의 햄스트링·둔근과 골반·몸통 안정성을 훈련한다.,90,deadlift,deadlift,PRIMARY,1,HINGE,STRENGTH,"HAMSTRING,GLUTE","ERECTOR_SPINAE,CORE",DUMBBELL,DUMBBELL,COMPOUND,HINGE,LOWER,SAGITTAL,UNILATERAL,MODERATE,"ANTI_ROTATION,TRUNK_CONTROL,HIP_STABILITY,PELVIC_STABILITY,SINGLE_LEG_STABILITY",,HIP_STABILITY_SUPPORT|TRUNK_CONTROL_SUPPORT|POSTERIOR_CHAIN_CAPACITY,LOWER_BODY_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,HINGE","LEG_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",SINGLE_LEG_BALANCE_DEMAND,MEDIUM,0.75,0.75,0,0.5,0,0,0,0,0,0,VOLUME_LOAD,SINGLE_LEG_HINGE_STABILITY,POSTERIOR_CHAIN,DEADLIFT,POSTERIOR_CHAIN_ACCESSORY,NO,YES,SUPPORTIVE,NONE,FIRST_STEP|CHANGE_OF_DIRECTION,"LOW_BACK,HIP",HIGH,MODERATE,"LOWER_PULL,HINGE,POSTERIOR_CHAIN,UNILATERAL_LOWER,HIP_STABILITY",FATIGUE|STRENGTH_PROGRESS|HYPERTROPHY_VOLUME|BALANCE|BADMINTON_SUPPORTIVE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,exercise_images/local_downloads/single_leg_rdl.png,YES,,NO,NO
dumbbell_spider_curl,덤벨 스파이더 컬,근력운동,이두근,전완근,"인클라인 벤치/덤벨 또는 EZ바, 무게*횟수",가슴을 벤치에 기대고 팔을 아래로 늘어뜨린 뒤 컬한다. 반동을 줄이고 상단 수축을 명확히 만든다.,60,bench_press,벤치프레스,PRIMARY,1.22,ISOLATION,HYPERTROPHY,"CHEST,BICEPS,FOREARM",CORE,DUMBBELL|BENCH,DUMBBELL|BENCH,ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,GRIP_FOREARM_SUPPORT,GENERAL_STRENGTH_SUPPORTIVE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,"ARM_ACCESSORY,BICEPS_ACCESSORY,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.25,0.25,0,0.75,0,0,0,0,0,0.75,VOLUME_LOAD,ELBOW_FLEXION_CURL,CHEST,NONE,GRIP_FOREARM,NO,YES,GENERAL,NONE,NONE,"ELBOW,WRIST",LOW,LOW,GRIP_FOREARM,FATIGUE|HYPERTROPHY_VOLUME|BALANCE,EXERCISE,PROGRAM_SELECTABLE,MEDIUM,,YES,,NO,NO
dumbbell_woodchop,덤벨 우드찹,기능성운동,복사근/코어,둔근/어깨/전완,"덤벨, 무게*횟수",덤벨을 대각선으로 이동하며 골반과 몸통 회전을 연결하고 끝 범위를 제어한다.,60,덤벨_우드찹,덤벨 우드찹,PRIMARY,1,ROTATION,STABILITY,"SHOULDER,FOREARM,GLUTE,CORE,OBLIQUE",DEEP_CORE,DUMBBELL,DUMBBELL,HYBRID,ROTATE,WHOLE_BODY,TRANSVERSE,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION,TRUNK_CONTROL,HIP_STABILITY,PELVIC_STABILITY",,"HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT,GRIP_FOREARM_SUPPORT","ROTATION_POWER,GRIP_FOREARM,SHOULDER_CARE","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ROTATION_POWER,OVERHEAD_REPETITION,GRIP_FOREARM","SHOULDER_OVERHEAD,GRIP_FOREARM,ROTATION_POWER","SHOULDER_ACCESSORY,ARM_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0.75,0,0.5,0.75,QUALITY_BASED,CORE,SHOULDERS,NONE,GRIP_FOREARM,NO,NO,SUPPORTIVE,NONE,"ROTATION_SEQUENCING,GRIP_ENDURANCE,SHOULDER_DURABILITY","SHOULDER,WRIST,HIP",HIGH,MODERATE,"ROTATION,UNILATERAL_LOWER,SHOULDER_CARE,GRIP_FOREARM,HIP_STABILITY","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
