"exerciseName","stableKey","movementFamily","decision","decisionBasis","decisionReason","changedFields","badmintonTransferLevel","badmintonTransferType","badmintonSkillTargets","badmintonPhysicalQualities","transferConfidence","previousPlaceholder","safeForSeedMutation"
"케틀벨 스윙","ex_7404067c","BALLISTIC_HINGE_POWER_REVIEW","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|ACCELERATION|DECELERATION|REACTIVE_AGILITY","MEDIUM","NONE","NO"
"코사크 스쿼트","ex_a611010d","SQUAT_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"코펜하겐 플랭크","ex_a8385c4a","ANTI_ROTATION_ANTI_EXTENSION_CORE","DERIVED_SUPPORTIVE_CORE","movementFamily+primaryStressProfile","Core bracing/stability family has a plausible supportive pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","NONE","NO"
"터키시 겟업","ex_91f6958d","TURKISH_GETUP_TOTAL_BODY_STABILITY","DERIVED_SUPPORTIVE_CORE","movementFamily+primaryStressProfile","Core bracing/stability family has a plausible supportive pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","NONE","NO"
"파머스 캐리","ex_a1fc4533","LOADED_CARRY_VARIANTS","DERIVED_SUPPORTIVE_CORE","movementFamily+primaryStressProfile","Core bracing/stability family has a plausible supportive pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","NONE","NO"
"팔로프 프레스","ex_99728d25","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","DERIVED_SUPPORTIVE_CORE","movementFamily+primaryStressProfile","Core bracing/stability family has a plausible supportive pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","NONE","NO"
"포고 점프","ex_e465d1e9","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","DERIVED_SUPPORTIVE_ANKLE_SSC","movementFamily","Calf/ankle reactive family supports ankle stiffness and first-step qualities.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","ANKLE_CALF_SSC_SUPPORTIVE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION","ANKLE_STIFFNESS|CALF_ELASTICITY|ACCELERATION","MEDIUM","NONE","NO"
"플랭크","ex_a44ae2ca","ANTI_ROTATION_ANTI_EXTENSION_CORE","DERIVED_SUPPORTIVE_CORE","movementFamily+primaryStressProfile","Core bracing/stability family has a plausible supportive pathway.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","CORE_STABILITY_SUPPORTIVE","CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE","CORE_BRACING|HIP_CONTROL|SINGLE_LEG_STABILITY","MEDIUM","NONE","NO"
"피스톨 스쿼트","ex_d67e5761","SQUAT_VARIANTS","DERIVED_SUPPORTIVE_LOWER_BODY","movementFamily+programSlot","Structured lower-body family supports force, stability, or acceleration qualities without direct sport transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","LOWER_BODY_SUPPORTIVE","FIRST_STEP|CHANGE_OF_DIRECTION","LOWER_BODY_FORCE|HIP_KNEE_EXTENSION_STRENGTH|SINGLE_LEG_STABILITY|HIP_CONTROL|FRONTAL_PLANE_CONTROL","MEDIUM","NONE","NO"
"하프 닐링 원암 프레스","ex_8e1b313e","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"하프 닐링 케틀벨 원암 프레스","ex_d79824d2","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"하프 닐링 케틀벨 프레스","ex_e0759156","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"하프 닐링 프레스","ex_66e8c8c2","HALF_KNEELING_UNILATERAL_SHOULDER_PRESS_VARIANTS","DERIVED_SUPPORTIVE_SHOULDER","movementFamily+programSlot","Shoulder/scapular family supports durability and control; it is not direct racket transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","SHOULDER_SCAPULAR_SUPPORTIVE","OVERHEAD_CLEAR|SMASH|DRIVE","SHOULDER_DURABILITY|SCAPULAR_CONTROL|ROTATOR_CUFF_CONTROL","MEDIUM","NONE","NO"
"계단 오르기","ex_74c2d13b","CARDIO_RECORDS","DERIVED_GENERAL_CONDITIONING","movementFamily+programSlot","General conditioning supports capacity without badminton-specific transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_CONDITIONING_SUPPORTIVE","RALLY_TOLERANCE","AEROBIC_BASE|ANAEROBIC_REPEATABILITY","LOW","NONE","NO"
"러닝","ex_681d9ed2","CARDIO_RECORDS","DERIVED_GENERAL_CONDITIONING","movementFamily+programSlot","General conditioning supports capacity without badminton-specific transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_CONDITIONING_SUPPORTIVE","RALLY_TOLERANCE","AEROBIC_BASE|ANAEROBIC_REPEATABILITY","LOW","NONE","NO"
"로잉머신","ex_d7c90536","CARDIO_RECORDS","DERIVED_GENERAL_CONDITIONING","movementFamily+programSlot","General conditioning supports capacity without badminton-specific transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_CONDITIONING_SUPPORTIVE","RALLY_TOLERANCE","AEROBIC_BASE|ANAEROBIC_REPEATABILITY","LOW","NONE","NO"
"수영","ex_681eed4a","CARDIO_RECORDS","DERIVED_GENERAL_CONDITIONING","movementFamily+programSlot","General conditioning supports capacity without badminton-specific transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_CONDITIONING_SUPPORTIVE","RALLY_TOLERANCE","AEROBIC_BASE|ANAEROBIC_REPEATABILITY","LOW","NONE","NO"
"실내 자전거","ex_ab918e2b","CARDIO_RECORDS","DERIVED_GENERAL_CONDITIONING","movementFamily+programSlot","General conditioning supports capacity without badminton-specific transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_CONDITIONING_SUPPORTIVE","RALLY_TOLERANCE","AEROBIC_BASE|ANAEROBIC_REPEATABILITY","LOW","NONE","NO"
"인터벌 러닝","ex_faae2044","CARDIO_RECORDS","DERIVED_GENERAL_CONDITIONING","movementFamily+programSlot","General conditioning supports capacity without badminton-specific transfer.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","GENERAL","GENERAL_CONDITIONING_SUPPORTIVE","RALLY_TOLERANCE","AEROBIC_BASE|ANAEROBIC_REPEATABILITY","LOW","NONE","NO"
"줄넘기","ex_9bd6dddb","ANKLE_STIFFNESS_SSC_CONDITIONING_REVIEW","DERIVED_SUPPORTIVE_ANKLE_SSC","movementFamily","Calf/ankle reactive family supports ankle stiffness and first-step qualities.","badmintonTransferLevel|badmintonTransferType|badmintonSkillTargets|badmintonPhysicalQualities|transferConfidence","SUPPORTIVE","ANKLE_CALF_SSC_SUPPORTIVE","SPLIT_STEP|FIRST_STEP|CHANGE_OF_DIRECTION","ANKLE_STIFFNESS|CALF_ELASTICITY|ACCELERATION","MEDIUM","NONE","NO"
